distance_km,eta_minutes,drivers,riders,demand_ratio,weather_multiplier,traffic_multiplier,hour_of_day,day_of_week,is_shared,final_price,distance_fee,time_fee,weather_fee,traffic_fee,surge_fee,pricing_mode
9.676232911760382,28.07,4,65,5.0,1.05,1.25,23,1,0,608.71,125.79,35.09,8,35,407.76,surge
23.792500507042945,33.5,12,65,5.0,1.25,1.1,3,3,0,1214.12,309.3,41.88,40,20,822.36,surge
18.433851574379425,33.74,4,28,5.0,1.1,1.4,11,3,0,1052.56,239.64,42.17,15,55,703.62,surge
15.167132862827398,48.71,10,36,3.6,1.0,1.0,17,3,0,755.08,197.17,60.89,0,0,516.12,surge
4.322456690839695,11.13,9,74,5.0,1.0,1.4,22,0,0,373.89,56.19,13.91,0,55,250.2,surge
4.321865748236965,15.61,37,41,1.1081,1.35,1.0,13,1,1,107.37,56.18,19.52,60,0,27.14,surge
1.9230484981208869,4.45,25,62,2.48,1.0,1.1,16,0,0,123.75,25.0,5.56,0,20,74.83,surge
21.721315571485913,75.19,10,71,5.0,1.35,1.0,11,0,1,875.64,282.38,93.99,60,0,872.74,surge
15.227317787708616,36.05,23,28,1.2174,1.15,1.0,8,6,1,208.08,197.96,45.06,25,0,58.27,surge
17.847778156003116,66.86,35,64,1.8286,1.5,1.4,15,0,1,530.53,232.02,83.57,80,55,373.35,surge
1.00432011024716,3.71,3,12,4.0,1.25,1.0,20,6,1,112.47,13.06,4.64,40,0,115.4,surge
24.26279137796886,49.88,14,56,4.0,1.0,1.1,9,1,0,1217.9,315.42,62.35,0,20,795.54,surge
20.89484469961033,73.2,13,33,2.5385,1.15,1.25,19,5,0,1069.9,271.63,91.5,25,35,650.97,surge
5.7023082116177655,19.41,32,40,1.25,1.0,1.0,19,4,0,124.73,74.13,24.26,0,0,24.6,surge
4.954711696573965,8.66,6,27,4.5,1.0,1.4,10,2,1,246.56,64.41,10.82,0,55,260.46,surge
4.993410491409128,14.1,36,79,2.1944,1.0,1.1,8,1,1,142.09,64.91,17.62,0,20,122.47,surge
7.953934952508674,11.05,25,67,2.68,1.0,1.4,0,6,1,291.67,103.4,13.81,0,55,289.31,surge
13.356532574989828,45.08,34,52,1.5294,1.0,1.1,15,1,0,371.4,173.63,56.36,0,20,132.35,surge
11.082652956731836,18.33,5,26,5.0,1.0,1.1,3,3,1,358.14,144.07,22.91,0,20,373.96,surge
7.6351139348520265,10.57,30,29,0.9667,1.05,1.0,21,2,0,121.16,99.26,13.21,8,0,0.0,base
15.490395920698298,34.71,6,84,5.0,1.35,1.25,7,3,0,1037.04,201.38,43.38,60,35,679.52,surge
3.917599585975025,10.58,14,52,3.7143,1.05,1.0,1,4,0,217.33,50.93,13.22,8,0,144.3,surge
7.657543889112845,26.21,26,52,2.0,1.0,1.1,13,5,0,296.97,99.55,32.76,0,20,152.31,surge
9.475865160695447,35.37,35,17,0.4857,1.0,1.0,23,0,1,110.15,123.19,44.22,0,0,0.0,base
11.67371461331738,27.35,5,19,3.8,1.0,1.0,8,3,1,363.73,151.76,34.18,0,0,371.88,surge
19.736811054128832,26.79,6,31,5.0,1.1,1.0,23,4,0,905.09,256.58,33.48,15,0,610.12,surge
5.392007662879814,16.97,32,7,0.2188,1.25,1.4,13,2,1,118.76,70.1,21.22,40,55,0.0,surge
13.098743741133484,34.97,8,13,1.625,1.0,1.1,13,0,0,370.67,170.28,43.71,0,20,146.24,surge
15.01415693712004,35.5,32,82,2.5625,1.05,1.1,20,4,0,685.4,195.18,44.38,8,20,418.06,surge
1.6380351116399443,3.28,10,54,5.0,1.15,1.25,11,3,0,261.41,21.29,4.1,25,35,170.78,surge
15.38484887158524,38.56,20,36,1.8,1.0,1.1,10,4,1,306.27,200.0,48.2,0,20,214.56,surge
4.677841030338643,9.73,18,83,4.6111,1.0,1.0,0,4,1,138.95,60.81,12.17,0,0,145.96,surge
2.093764028139348,6.63,8,35,4.375,1.15,1.1,21,6,0,238.26,27.22,8.29,25,20,161.02,surge
23.747695662706665,62.08,26,51,1.9615,1.1,1.4,0,6,1,577.62,308.72,77.6,15,55,438.77,surge
24.157984810326703,84.07,30,33,1.1,1.0,1.0,10,0,0,517.84,314.05,105.08,0,0,83.83,surge
20.3057350288533,53.06,34,20,0.5882,1.0,1.1,19,1,0,351.13,263.97,66.33,0,20,0.0,surge
7.9630373447475815,14.49,27,7,0.2593,1.1,1.1,14,4,0,159.71,103.52,18.11,15,20,0.0,surge
2.892966793156405,9.87,30,32,1.0667,1.0,1.0,20,0,0,58.95,37.61,12.34,0,0,9.99,surge
17.263709149547843,45.73,23,47,2.0435,1.25,1.4,22,5,1,512.52,224.43,57.16,40,55,392.96,surge
11.283736096620231,19.61,10,89,5.0,1.0,1.0,8,5,1,338.72,146.69,24.51,0,0,342.4,surge
3.4899367536970813,9.85,38,40,1.0526,1.0,1.0,19,0,0,68.53,45.37,12.31,0,0,11.54,surge
12.631834297726119,26.91,11,84,5.0,1.0,1.4,20,2,0,770.1,164.21,33.63,0,55,505.68,surge
1.3425187673228507,4.56,42,31,0.7381,1.35,1.1,21,2,1,68.6,17.45,5.7,60,20,0.0,surge
22.778349850930162,54.18,23,38,1.6522,1.15,1.0,16,1,0,637.03,296.12,67.73,25,0,253.6,surge
6.840109549200415,21.13,3,11,3.6667,1.25,1.0,9,3,0,475.26,88.92,26.41,40,0,310.66,surge
16.731795966672557,24.23,6,25,4.1667,1.0,1.4,14,4,1,588.52,217.51,30.29,0,55,605.6,surge
8.136921364190568,18.14,12,5,0.4167,1.25,1.0,11,4,0,170.94,105.78,22.68,40,0,0.0,surge
13.241666518856364,49.74,28,88,3.1429,1.25,1.1,4,0,1,566.84,172.14,62.18,40,20,588.64,surge
13.894401843910352,45.88,42,58,1.381,1.0,1.0,13,0,0,332.4,180.63,57.35,0,0,90.66,surge
5.028934160375412,8.13,5,42,5.0,1.5,1.4,9,0,1,419.81,65.38,10.16,80,55,421.08,surge
24.254823380231684,46.62,11,58,5.0,1.25,1.25,19,5,0,1344.13,315.31,58.28,40,35,897.18,surge
19.490754172347305,40.1,34,60,1.7647,1.5,1.1,0,2,0,723.98,253.38,50.13,80,20,308.57,surge
23.517724068322632,67.99,5,33,5.0,1.25,1.1,15,5,0,1356.77,305.73,84.99,40,20,901.44,surge
22.423270085477395,71.04,6,88,5.0,1.15,1.4,3,5,0,1409.83,291.5,88.8,25,55,920.6,surge
15.148549480871585,47.7,8,13,1.625,1.35,1.4,4,0,1,386.26,196.93,59.62,60,55,232.22,surge
23.085918758066363,58.31,11,44,4.0,1.0,1.25,8,1,0,1189.0,300.12,72.88,0,35,816.0,surge
2.6680663002720277,8.83,28,5,0.1786,1.15,1.25,16,0,0,106.79,34.68,11.03,25,35,0.0,surge
5.301580129269057,12.39,4,59,5.0,1.0,1.0,5,3,0,257.41,68.92,15.48,0,0,168.8,surge
1.6080685783081825,2.45,4,16,4.0,1.15,1.0,23,5,1,93.06,20.9,3.06,25,0,97.92,surge
8.470593103699976,22.6,23,48,2.087,1.15,1.25,4,0,0,417.91,110.12,28.24,25,35,215.61,surge
10.022593597392309,36.84,24,21,0.875,1.15,1.25,17,6,1,181.15,130.29,46.05,25,35,47.27,surge
7.14805127846045,23.32,5,62,5.0,1.25,1.4,16,4,0,670.32,92.92,29.14,40,55,434.12,surge
20.804068974222268,56.27,37,33,0.8919,1.0,1.0,20,4,0,346.56,270.45,70.33,0,0,0.0,base
9.240456503992938,26.63,40,38,0.95,1.05,1.1,10,6,0,213.19,120.13,33.29,8,20,36.28,surge
7.382895487340829,26.72,35,34,0.9714,1.0,1.1,2,0,0,178.99,95.98,33.4,0,20,29.88,surge
13.796054037377088,31.92,17,65,3.8235,1.0,1.25,5,4,0,775.91,179.35,39.9,0,35,508.5,surge
3.9526435118816847,8.15,13,28,2.1538,1.1,1.0,8,6,0,165.14,51.38,10.19,15,0,88.35,surge
20.153826028473972,75.39,12,67,5.0,1.05,1.25,12,0,0,1232.12,262.0,94.24,8,35,798.48,surge
2.3264907701543853,8.01,38,4,0.1053,1.0,1.0,0,5,1,26.06,30.24,10.02,0,0,0.0,base
24.678729946712675,50.34,16,72,4.5,1.0,1.1,14,0,0,1239.37,320.82,62.93,0,20,807.5,surge
19.419996847768108,46.72,4,47,5.0,1.0,1.1,19,5,0,968.3,252.46,58.4,0,20,661.72,surge
5.368534197587224,12.24,39,80,2.0513,1.15,1.0,3,2,0,226.47,69.79,15.29,25,0,115.73,surge
0.6352918695282588,1.01,31,27,0.871,1.1,1.1,22,5,0,55.01,8.26,1.26,15,20,8.9,surge
20.47880499714344,75.57,37,42,1.1351,1.0,1.4,1,2,1,327.71,266.22,94.47,0,55,83.14,surge
17.81800492426662,40.11,22,20,0.9091,1.15,1.0,15,4,0,360.47,231.63,50.14,25,0,61.35,surge
18.36067561700419,63.82,23,14,0.6087,1.0,1.1,23,4,1,222.12,238.69,79.77,0,20,0.0,surge
19.39612349380567,32.82,36,26,0.7222,1.1,1.0,5,6,1,199.42,252.15,41.03,15,0,0.0,surge
2.314093967485214,6.07,35,81,2.3143,1.0,1.25,19,1,0,170.24,30.08,7.59,0,35,95.51,surge
9.282410349334679,11.72,21,45,2.1429,1.5,1.0,14,5,0,457.29,120.67,14.65,80,0,246.08,surge
3.338791958365678,10.64,10,34,3.4,1.0,1.0,18,5,0,170.04,43.4,13.3,0,0,113.4,surge
21.64603393395204,58.67,33,83,2.5152,1.15,1.25,6,1,0,1025.43,281.4,73.34,25,35,628.39,surge
15.770804107275168,44.58,13,49,3.7692,1.05,1.0,10,0,0,789.82,205.02,55.72,8,0,537.48,surge
8.607001608889906,11.49,10,47,4.7,1.0,1.0,17,1,0,374.17,111.89,14.36,0,0,252.5,surge
2.057179582007579,3.6,27,37,1.3704,1.0,1.4,7,3,0,120.14,26.74,4.5,0,55,31.94,surge
8.119066882033724,11.31,22,79,3.5909,1.0,1.1,1,2,0,426.45,105.55,14.14,0,20,279.38,surge
8.466991389655302,16.52,40,11,0.275,1.25,1.1,11,5,0,191.22,110.07,20.65,40,20,0.0,surge
18.37535136928257,52.03,9,12,1.3333,1.0,1.1,21,6,1,275.44,238.88,65.03,0,20,107.97,surge
16.120158048202722,43.07,15,67,4.4667,1.15,1.25,7,6,0,988.19,209.56,53.84,25,35,646.8,surge
22.23671219312,62.08,41,61,1.4878,1.1,1.0,0,4,1,377.23,289.08,77.59,15,0,186.18,surge
12.069265666467757,31.72,12,59,4.9167,1.0,1.0,6,6,0,575.58,156.9,39.65,0,0,393.1,surge
3.430059025488392,6.55,10,88,5.0,1.0,1.0,8,1,1,102.39,44.59,8.19,0,0,105.56,surge
17.974497286963377,33.0,44,12,0.2727,1.35,1.1,21,3,0,356.01,233.67,41.25,60,20,0.0,surge
19.139233691113986,29.79,22,21,0.9545,1.0,1.0,21,1,0,291.29,248.81,37.23,0,0,0.0,base
14.251291340452658,48.56,19,52,2.7368,1.0,1.1,8,4,0,733.69,185.27,60.7,0,20,461.95,surge
19.388695908886746,54.34,13,70,5.0,1.1,1.0,1,1,0,999.64,252.05,67.93,15,0,669.96,surge
12.597992110927573,21.23,18,7,0.3889,1.0,1.25,3,2,1,146.13,163.77,26.53,0,35,0.0,surge
13.306954319858855,22.1,39,31,0.7949,1.0,1.1,13,5,0,219.67,172.99,27.62,0,20,0.0,surge
10.974754949784465,38.08,44,7,0.1591,1.0,1.0,13,6,0,186.01,142.67,47.6,0,0,0.0,base
1.122768605230332,3.52,34,62,1.8235,1.5,1.0,7,1,1,119.34,14.6,4.39,80,0,81.52,surge
3.143339961335959,9.16,28,67,2.3929,1.0,1.25,20,3,1,132.25,40.86,11.45,0,35,121.61,surge
1.270015049324989,2.87,39,30,0.7692,1.5,1.25,8,5,0,136.6,16.51,3.58,80,35,0.0,surge
16.09205507596262,30.27,11,85,5.0,1.0,1.25,2,1,0,828.51,209.2,37.84,0,35,564.08,surge
8.201721536370004,30.73,37,3,0.1,1.0,1.0,21,6,0,144.33,106.62,38.41,0,0,0.0,base
12.959981933535218,42.42,5,31,5.0,1.35,1.4,21,6,0,986.55,168.48,53.02,60,55,673.0,surge
22.73537861118928,45.12,33,53,1.6061,1.0,1.1,18,4,0,600.66,295.56,56.4,0,20,225.43,surge
6.607659614147436,22.49,44,38,0.8636,1.0,1.0,5,6,1,75.89,85.9,28.11,0,0,0.0,base
10.554381614372929,33.49,9,34,3.7778,1.0,1.0,0,6,0,540.72,137.21,41.86,0,0,358.14,surge
19.011002894304692,37.5,4,66,5.0,1.35,1.1,20,1,0,1114.83,247.14,46.87,60,20,748.02,surge
6.10555505454475,14.1,27,16,0.5926,1.0,1.0,17,3,0,99.54,79.37,17.62,0,0,0.0,base
2.3860077908054285,4.02,42,34,0.8095,1.15,1.4,7,1,0,137.55,31.02,5.02,25,55,23.21,surge
7.5989105963873165,11.31,14,11,0.7857,1.05,1.25,6,0,1,99.87,98.79,14.14,8,35,0.0,surge
4.4499215377231085,13.7,32,85,2.6562,1.0,1.0,6,4,0,201.74,57.85,17.13,0,0,124.19,surge
23.27759248239304,44.12,32,13,0.4062,1.0,1.4,9,0,0,424.07,302.61,55.15,0,55,0.0,surge
20.298949299328214,67.64,31,50,1.6129,1.35,1.0,3,5,1,435.35,263.89,84.55,60,0,250.33,surge
16.018392034505375,60.69,43,53,1.2326,1.15,1.0,17,0,0,378.37,208.24,75.86,25,0,71.88,surge
21.850784459599083,30.57,13,6,0.4615,1.1,1.25,18,5,1,238.72,284.06,38.22,15,35,0.0,surge
20.189965884028304,49.06,25,43,1.72,1.0,1.1,9,5,1,383.52,262.47,61.32,0,20,247.53,surge
5.070966442707878,16.66,19,27,1.4211,1.0,1.0,19,4,1,81.28,65.92,20.82,0,0,36.52,surge
22.367695463004456,72.72,15,19,1.2667,1.1,1.0,18,6,0,495.84,290.78,90.9,15,0,105.78,surge
13.713884926933442,43.56,35,49,1.4,1.1,1.1,2,4,1,248.59,178.28,54.44,15,20,107.09,surge
20.282283801519533,42.74,3,10,3.3333,1.15,1.1,16,3,1,711.88,263.67,53.43,25,20,724.2,surge
22.454236848125586,53.44,42,60,1.4286,1.0,1.1,0,3,1,351.3,291.91,66.8,0,20,162.3,surge
8.291085136810665,22.77,15,3,0.2,1.5,1.1,23,3,0,230.44,107.78,28.47,80,20,0.0,surge
3.1962721509280807,11.93,40,4,0.1,1.0,1.1,7,0,0,76.1,41.55,14.91,0,20,0.0,surge
6.084411482277571,12.48,5,12,2.4,1.0,1.0,16,5,1,145.42,79.1,15.6,0,0,132.58,surge
10.96414082134328,39.47,18,29,1.6111,1.35,1.1,3,1,0,438.25,142.53,49.34,60,20,166.14,surge
20.54136176510108,39.04,44,15,0.3409,1.1,1.0,1,2,0,333.89,267.04,48.79,15,0,0.0,surge
21.587899289780413,81.42,9,65,5.0,1.0,1.0,16,1,0,1134.74,280.64,101.78,0,0,764.84,surge
0.6703271980141723,1.97,5,13,2.6,1.15,1.1,1,2,1,96.73,8.71,2.47,25,20,89.89,surge
13.013308913150361,31.3,16,16,1.0,1.0,1.0,0,2,1,138.37,169.17,39.12,0,0,0.0,base
10.726569577145085,29.98,18,82,4.5556,1.0,1.0,4,2,0,522.35,139.45,37.47,0,0,353.84,surge
5.941641356532891,11.34,6,28,4.6667,1.1,1.0,5,2,1,201.64,77.24,14.18,15,0,212.84,surge
3.4367014996752285,6.57,33,71,2.1515,1.0,1.0,11,4,0,111.58,44.68,8.22,0,0,60.92,surge
8.771571699388884,13.12,15,85,5.0,1.0,1.0,23,3,0,390.17,114.03,16.39,0,0,260.84,surge
23.60128774585672,35.32,29,41,1.4138,1.0,1.0,9,4,0,501.34,306.82,44.15,0,0,145.23,surge
8.418471834508503,17.71,3,30,5.0,1.0,1.0,7,0,0,397.03,109.44,22.14,0,0,263.16,surge
13.210370232712469,42.05,27,19,0.7037,1.0,1.0,13,4,1,146.52,171.73,52.57,0,0,0.0,base
17.723964492931856,49.29,39,39,1.0,1.25,1.0,3,3,1,254.79,230.41,61.61,40,0,66.4,surge
9.408925258292703,13.8,13,85,5.0,1.05,1.0,18,1,1,281.9,122.32,17.25,8,0,295.14,surge
24.308661026663536,83.03,11,29,2.6364,1.0,1.25,4,6,0,1165.61,316.01,103.79,0,35,744.22,surge
24.079958726081724,66.55,9,78,5.0,1.1,1.0,23,3,0,1228.55,313.04,83.18,15,0,822.44,surge
6.668666247721422,24.66,16,69,4.3125,1.25,1.1,20,1,1,342.03,86.69,30.83,40,20,355.04,surge
12.682588394363444,37.32,32,70,2.1875,1.1,1.0,6,0,1,323.01,164.87,46.65,15,0,268.99,surge
7.871518590510857,13.03,26,49,1.8846,1.0,1.0,19,6,0,224.92,102.33,16.29,0,0,104.93,surge
7.478592112247957,18.19,5,77,5.0,1.0,1.0,1,2,0,355.27,97.22,22.73,0,0,239.9,surge
1.4037302101860534,4.05,41,36,0.878,1.25,1.0,10,5,1,49.54,18.25,5.06,40,0,12.66,surge
15.434326182507473,19.66,29,20,0.6897,1.0,1.0,9,4,0,226.69,200.65,24.57,0,0,0.0,base
12.815636069107107,15.88,3,37,5.0,1.0,1.0,17,5,1,371.85,166.6,19.84,0,0,372.88,surge
1.761229405624739,2.71,40,20,0.5,1.1,1.0,1,2,1,26.26,22.9,3.38,15,0,0.0,surge
7.32683837379698,13.59,28,72,2.5714,1.0,1.25,13,0,0,375.96,95.25,16.98,0,35,231.36,surge
22.752514206183015,52.71,8,36,4.5,1.5,1.0,23,0,1,851.85,295.78,65.89,80,0,883.34,surge
6.369266321340825,15.72,44,35,0.7955,1.25,1.0,9,1,0,140.34,82.8,19.64,40,0,0.0,surge
4.049924366234966,6.31,14,74,5.0,1.1,1.25,5,1,1,214.58,52.65,7.89,15,35,221.08,surge
12.491592626800294,36.86,40,86,2.15,1.25,1.0,20,5,0,548.39,162.39,46.08,40,0,285.74,surge
24.64843612570972,67.78,37,86,2.3243,1.0,1.0,2,0,1,624.72,320.43,84.73,0,0,536.56,surge
6.43035415203176,12.64,12,45,3.75,1.15,1.0,22,3,1,242.89,83.59,15.8,25,0,248.78,surge
16.967320911444023,20.96,11,84,5.0,1.1,1.0,15,2,1,507.38,220.58,26.2,15,0,523.56,surge
19.15968057555358,26.86,25,29,1.16,1.0,1.0,7,4,0,337.79,249.08,33.57,0,0,56.53,surge
6.322119827813792,14.03,32,50,1.5625,1.35,1.4,8,0,1,214.84,82.19,17.53,60,55,120.78,surge
18.34130054099056,29.35,24,71,2.9583,1.25,1.25,10,4,0,1045.6,238.44,36.69,40,35,685.67,surge
9.510686751621703,20.73,11,73,5.0,1.35,1.0,15,0,1,402.84,123.64,25.91,60,0,419.1,surge
15.991492849542697,45.31,21,24,1.1429,1.15,1.0,1,1,0,339.34,207.89,56.64,25,0,57.91,surge
16.02147791364192,42.02,10,36,3.6,1.0,1.1,23,1,0,833.38,208.28,52.53,0,20,561.62,surge
13.626479759831582,24.54,6,45,5.0,1.0,1.0,4,6,0,622.98,177.14,30.68,0,0,415.64,surge
2.7120993663330033,5.68,7,79,5.0,1.0,1.25,0,0,0,235.26,35.26,7.1,0,35,154.72,surge
20.96491114193633,58.63,21,18,0.8571,1.0,1.0,22,4,1,224.61,272.54,73.28,0,0,0.0,base
8.359111591807528,28.74,20,16,0.8,1.0,1.0,14,2,0,140.56,108.67,35.93,0,0,0.0,base
5.069703504796428,16.01,31,41,1.3226,1.05,1.0,6,0,1,81.73,65.91,20.01,8,0,30.3,surge
1.498990968091716,3.96,21,73,3.4762,1.1,1.4,15,0,1,187.17,19.49,4.94,15,55,188.86,surge
14.976877108111925,32.08,8,14,1.75,1.0,1.0,11,6,0,401.12,194.7,40.1,0,0,176.1,surge
17.10032686513592,36.75,7,86,5.0,1.05,1.25,18,6,0,946.11,222.3,45.94,8,35,622.48,surge
0.9064018087324757,3.16,7,57,5.0,1.0,1.1,14,3,1,70.33,11.78,3.95,0,20,71.46,surge
13.046279928332384,16.99,10,8,0.8,1.1,1.0,2,6,0,245.37,169.6,21.23,15,0,41.17,surge
6.04914649234948,22.8,29,42,1.4483,1.5,1.0,19,6,0,275.85,78.64,28.5,80,0,83.89,surge
16.30673336503152,47.74,39,15,0.3846,1.1,1.0,20,0,1,188.68,211.99,59.67,15,0,0.0,surge
4.77197751062229,14.18,40,71,1.775,1.0,1.1,20,6,0,177.81,62.04,17.72,0,20,77.31,surge
17.427974583510416,22.64,39,26,0.6667,1.0,1.1,4,6,0,279.18,226.56,28.29,0,20,0.0,surge
9.975015984363166,27.67,20,76,3.8,1.15,1.1,14,5,1,406.51,129.68,34.59,25,20,418.54,surge
23.449884724049994,57.7,28,61,2.1786,1.05,1.0,21,1,1,548.7,304.85,72.12,8,0,453.71,surge
3.869263131576835,5.71,44,48,1.0909,1.35,1.0,16,6,1,89.08,50.3,7.13,60,0,23.49,surge
8.856125600731334,17.03,18,75,4.1667,1.0,1.25,15,3,1,333.27,115.13,21.28,0,35,342.82,surge
3.2801012703944323,11.53,24,46,1.9167,1.0,1.4,15,6,0,216.11,42.64,14.41,0,55,102.71,surge
23.15499364782479,60.9,25,78,3.12,1.0,1.4,22,3,1,817.57,301.01,76.12,0,55,864.26,surge
21.994814157834035,50.04,5,13,2.6,1.15,1.1,11,1,1,660.85,285.93,62.54,25,20,629.55,surge
6.819569879021312,9.47,5,63,5.0,1.05,1.0,3,6,0,326.14,88.65,11.84,8,0,216.98,surge
16.669609127837386,50.95,14,38,2.7143,1.0,1.0,4,1,0,755.15,216.7,63.69,0,0,480.67,surge
20.52194390492979,62.13,25,74,2.96,1.0,1.0,23,5,1,657.25,266.79,77.66,0,0,675.12,surge
14.102419884186826,39.44,13,12,0.9231,1.05,1.1,7,1,1,207.66,183.33,49.3,8,20,52.13,surge
13.476439169722159,34.05,44,80,1.8182,1.5,1.0,11,4,0,556.45,175.19,42.56,80,0,243.61,surge
6.425381127061066,14.96,31,3,0.1,1.0,1.1,4,5,1,77.53,83.53,18.7,0,20,0.0,surge
2.7810178112445305,7.63,8,65,5.0,1.0,1.25,10,3,0,248.0,36.15,9.53,0,35,161.36,surge
22.481786069856504,40.62,18,14,0.7778,1.0,1.0,18,2,0,340.54,292.26,50.78,0,0,0.0,base
22.560242400501597,82.28,36,7,0.1944,1.0,1.4,9,2,0,444.03,293.28,102.85,0,55,0.0,surge
16.010985703195065,43.72,39,80,2.0513,1.05,1.0,23,5,0,543.79,208.14,54.65,8,0,284.68,surge
8.806229880693166,17.69,13,38,2.9231,1.0,1.0,17,4,1,263.39,114.48,22.12,0,0,262.69,surge
9.055634578010192,21.45,13,19,1.4615,1.1,1.25,11,2,0,288.14,117.72,26.82,15,35,89.79,surge
18.285914132320865,60.25,27,60,2.2222,1.35,1.4,8,3,1,603.24,237.72,75.31,60,55,523.15,surge
22.47920136883814,36.42,21,24,1.1429,1.0,1.25,21,1,1,298.77,292.23,45.53,0,35,74.55,surge
22.233617394495376,43.61,34,33,0.9706,1.25,1.25,9,6,0,489.38,289.04,54.51,40,35,83.71,surge
19.606950873511785,58.17,10,28,2.8,1.35,1.25,19,3,0,1183.06,254.89,72.71,60,35,760.68,surge
16.22977533078005,32.79,14,15,1.0714,1.0,1.1,19,5,0,329.23,210.99,40.99,0,20,54.4,surge
2.5614291423786963,8.35,43,65,1.5116,1.0,1.1,18,6,0,98.59,33.3,10.44,0,20,32.61,surge
4.459903495318038,6.86,37,69,1.8649,1.25,1.0,20,4,0,195.97,57.98,8.58,40,0,92.16,surge
22.514577618913442,71.66,8,65,5.0,1.15,1.0,5,4,1,783.1,292.69,89.58,25,0,814.54,surge
15.357511961659954,21.16,23,13,0.5652,1.0,1.1,9,0,0,250.25,199.65,26.45,0,20,0.0,surge
0.7253277646074263,0.89,28,71,2.5357,1.0,1.1,18,4,1,50.09,9.43,1.12,0,20,46.92,surge
2.9860528002177866,10.56,3,66,5.0,1.05,1.0,8,6,0,176.88,38.82,13.2,8,0,120.04,surge
16.755793343147367,45.43,19,70,3.6842,1.0,1.0,15,6,0,800.2,217.83,56.79,0,0,549.24,surge
0.6240088042323578,1.32,37,34,0.9189,1.15,1.4,7,4,0,109.3,8.11,1.65,25,55,17.95,surge
4.439797259728717,8.01,29,76,2.6207,1.1,1.1,11,6,1,169.92,57.72,10.02,15,20,166.51,surge
13.94397783948136,39.1,4,12,3.0,1.25,1.4,21,5,1,639.25,181.27,48.87,40,55,650.28,surge
17.451432343470984,44.04,38,56,1.4737,1.05,1.25,4,3,0,476.79,226.87,55.05,8,35,153.91,surge
16.47305085781371,62.24,3,57,5.0,1.05,1.1,10,3,0,967.59,214.15,77.8,8,20,639.9,surge
5.994598081783715,22.52,12,84,5.0,1.1,1.0,18,4,1,239.79,77.93,28.15,15,0,242.16,surge
17.948390923014628,51.17,33,64,1.9394,1.0,1.0,2,6,0,581.69,233.33,63.97,0,0,279.28,surge
6.312602643671601,14.84,39,57,1.4615,1.15,1.0,23,3,0,183.2,82.06,18.55,25,0,57.97,surge
8.472292604902059,20.99,7,89,5.0,1.1,1.1,21,3,0,526.68,110.14,26.23,15,20,342.74,surge
18.789039425391593,55.89,43,84,1.9535,1.25,1.0,14,5,1,436.26,244.26,69.86,40,0,337.65,surge
16.41600602665676,24.03,15,37,2.4667,1.15,1.25,21,5,1,473.33,213.41,30.04,25,35,445.06,surge
21.30597355710736,43.76,26,69,2.6538,1.1,1.1,19,6,0,972.32,276.98,54.7,15,20,606.43,surge
16.611515861358413,23.18,29,67,2.3103,1.0,1.0,2,4,0,557.29,215.95,28.98,0,0,320.94,surge
14.423560781719054,20.06,3,19,5.0,1.35,1.25,21,1,1,597.28,187.51,25.07,60,35,615.16,surge
2.7950318117882658,4.78,22,44,2.0,1.0,1.0,0,4,0,83.54,36.34,5.97,0,0,42.31,surge
9.509037174956122,23.41,10,61,5.0,1.5,1.0,10,6,1,446.8,123.62,29.26,80,0,465.76,surge
6.9974580082022735,22.67,5,72,5.0,1.0,1.0,12,2,0,367.01,90.97,28.34,0,0,238.62,surge
6.477746262787548,15.95,34,13,0.3824,1.0,1.0,4,3,0,102.38,84.21,19.94,0,0,0.0,base
24.338758591434917,50.44,27,80,2.963,1.25,1.25,6,6,0,1313.49,316.4,63.04,40,35,892.05,surge
10.13089425433563,14.33,27,30,1.1111,1.15,1.1,0,0,0,229.69,131.7,17.91,25,20,38.92,surge
